ID,scenario_nr,response,location,person,misconception,condition_medium,condition_bystanders,item_nr,correct,certainty,gender,age,language,language_skill
a0amc2h0,16,7,bar,stranger,Vikings horned helmets,offline,none,12,0,5,female,22,dutch,fluent
a0amc2h0,18,8,movie theater,colleague,short Napoleon,offline,none,13,0,4,female,22,dutch,fluent
a0amc2h0,20,9,festival,student,high altitude coin,offline,none,9,0,5,female,22,dutch,fluent
a0amc2h0,21,9,university,student,Vikings horned helmets,offline,none,12,0,5,female,22,dutch,fluent
a0amc2h0,22,8,movie theater,stranger,cracking knuckles,offline,several,2,1,4,female,22,dutch,fluent
a0amc2h0,23,8,park,friend,eating before swimming,offline,none,4,1,5,female,22,dutch,fluent
a0amc2h0,25,8,park,friend,cracking knuckles,offline,several,2,1,4,female,22,dutch,fluent
a0amc2h0,27,8,museum,student,heavy knights armor,offline,none,14,1,2,female,22,dutch,fluent
a0amc2h0,29,8,festival,student,10% brain,offline,several,1,1,4,female,22,dutch,fluent
a0amc2h0,30,8,bar,stranger,Great Wall of China,offline,several,7,1,4,female,22,dutch,fluent
a0amc2h0,31,8,university,student,ostriches head in sand,offline,none,5,0,5,female,22,dutch,fluent
a0amc2h0,32,7,university,friend,lightning never strikes twice,offline,several,8,1,4,female,22,dutch,fluent
a0amc2h0,33,8,festival,friend,Great Wall of China,offline,none,7,1,4,female,22,dutch,fluent
a0amc2h0,34,8,bar,friend,shaving hair,offline,several,3,1,3,female,22,dutch,fluent
a0amc2h0,36,8,train,student,high altitude coin,offline,none,9,0,5,female,22,dutch,fluent
a0amc2h0,37,8,book store,colleague,Eskimo words for snow,offline,several,16,1,1,female,22,dutch,fluent
a0amc2h0,38,8,festival,stranger,Great Wall of China,offline,none,7,1,4,female,22,dutch,fluent
a0amc2h0,39,9,train,student,Middle Ages life expectancy,offline,several,11,0,3,female,22,dutch,fluent
a0amc2h0,40,7,museum,colleague,Vikings horned helmets,offline,several,12,0,5,female,22,dutch,fluent
a0amc2h0,41,9,bar,stranger,Columbus discovered America,offline,none,10,1,2,female,22,dutch,fluent
a0amc2h0,43,7,train,stranger,lightning never strikes twice,offline,several,8,1,4,female,22,dutch,fluent
a0amc2h0,45,8,museum,stranger,Eskimo words for snow,offline,none,16,1,1,female,22,dutch,fluent
a0amc2h0,46,8,book store,student,short Napoleon,offline,none,13,0,4,female,22,dutch,fluent
a0amc2h0,47,8,movie theater,colleague,eating before swimming,offline,none,4,1,5,female,22,dutch,fluent
a0amc2h0,48,8,book store,colleague,wait 24 hours,offline,several,15,0,5,female,22,dutch,fluent
udagy2tw,1,6,festival,friend,cracking knuckles,offline,several,2,0,3,female,22,dutch,fluent
udagy2tw,2,7,book store,stranger,lightning never strikes twice,offline,several,8,0,3,female,22,dutch,fluent
udagy2tw,3,4,park,friend,short Napoleon,offline,several,13,0,4,female,22,dutch,fluent
udagy2tw,4,8,museum,stranger,wait 24 hours,offline,several,15,0,3,female,22,dutch,fluent
udagy2tw,6,7,festival,friend,cracking knuckles,offline,several,2,0,3,female,22,dutch,fluent
udagy2tw,8,6,train,student,Great Wall of China,offline,none,7,1,2,female,22,dutch,fluent
udagy2tw,10,5,book store,student,Middle Ages life expectancy,offline,several,11,0,3,female,22,dutch,fluent
udagy2tw,11,7,festival,student,Eskimo words for snow,offline,several,16,0,5,female,22,dutch,fluent
udagy2tw,13,8,park,student,10% brain,offline,none,1,0,4,female,22,dutch,fluent
udagy2tw,14,6,book store,colleague,lightning never strikes twice,offline,none,8,0,3,female,22,dutch,fluent
udagy2tw,15,6,university,stranger,wait 24 hours,offline,several,15,0,3,female,22,dutch,fluent
udagy2tw,16,7,museum,friend,heavy knights armor,offline,none,14,0,4,female,22,dutch,fluent
udagy2tw,17,5,park,stranger,Middle Ages life expectancy,offline,none,11,0,3,female,22,dutch,fluent
udagy2tw,18,7,bar,friend,Great Wall of China,offline,none,7,1,2,female,22,dutch,fluent
udagy2tw,19,4,movie theater,student,heavy knights armor,offline,several,14,0,4,female,22,dutch,fluent
udagy2tw,20,4,bar,stranger,bulls red cape,offline,none,6,1,3,female,22,dutch,fluent
udagy2tw,23,6,book store,colleague,heavy knights armor,offline,several,14,0,4,female,22,dutch,fluent
udagy2tw,29,6,museum,student,ostriches head in sand,offline,none,5,1,4,female,22,dutch,fluent
udagy2tw,32,7,festival,friend,high altitude coin,offline,several,9,0,4,female,22,dutch,fluent
udagy2tw,33,5,train,colleague,shaving hair,offline,several,3,0,3,female,22,dutch,fluent
udagy2tw,34,5,university,stranger,cracking knuckles,offline,several,2,0,3,female,22,dutch,fluent
udagy2tw,35,5,museum,colleague,high altitude coin,offline,none,9,0,4,female,22,dutch,fluent
udagy2tw,36,7,train,friend,lightning never strikes twice,offline,none,8,0,3,female,22,dutch,fluent
udagy2tw,37,6,movie theater,friend,ostriches head in sand,offline,several,5,1,4,female,22,dutch,fluent
udagy2tw,38,3,university,stranger,Vikings horned helmets,offline,none,12,0,3,female,22,dutch,fluent
udagy2tw,39,4,university,colleague,ostriches head in sand,offline,several,5,1,4,female,22,dutch,fluent
udagy2tw,40,5,park,colleague,bulls red cape,offline,several,6,1,3,female,22,dutch,fluent
udagy2tw,41,5,movie theater,student,Eskimo words for snow,offline,none,16,0,5,female,22,dutch,fluent
udagy2tw,43,6,bar,student,eating before swimming,offline,several,4,0,2,female,22,dutch,fluent
udagy2tw,46,7,train,friend,10% brain,offline,none,1,0,4,female,22,dutch,fluent
udagy2tw,47,6,movie theater,friend,eating before swimming,offline,none,4,0,2,female,22,dutch,fluent
udagy2tw,48,4,bar,stranger,Vikings horned helmets,offline,none,12,0,3,female,22,dutch,fluent
mdpknudi,1,9,festival,colleague,bulls red cape,offline,none,6,1,4,female,22,dutch,fluent
mdpknudi,3,7,park,friend,Great Wall of China,offline,none,7,1,2,female,22,dutch,fluent
mdpknudi,7,5,movie theater,student,Columbus discovered America,offline,several,10,0,1,female,22,dutch,fluent
mdpknudi,8,9,book store,student,10% brain,offline,none,1,0,3,female,22,dutch,fluent
mdpknudi,10,7,university,stranger,ostriches head in sand,offline,none,5,0,1,female,22,dutch,fluent
mdpknudi,11,9,festival,friend,bulls red cape,offline,none,6,1,4,female,22,dutch,fluent
mdpknudi,12,9,university,friend,cracking knuckles,offline,none,2,1,4,female,22,dutch,fluent
mdpknudi,13,3,museum,colleague,Vikings horned helmets,offline,several,12,0,4,female,22,dutch,fluent
mdpknudi,14,8,movie theater,student,Vikings horned helmets,offline,none,12,0,4,female,22,dutch,fluent
mdpknudi,15,2,movie theater,colleague,Eskimo words for snow,offline,none,16,0,3,female,22,dutch,fluent
mdpknudi,16,7,bar,friend,ostriches head in sand,offline,none,5,0,1,female,22,dutch,fluent
mdpknudi,17,7,train,colleague,eating before swimming,offline,none,4,1,5,female,22,dutch,fluent
mdpknudi,18,3,museum,friend,lightning never strikes twice,offline,several,8,0,4,female,22,dutch,fluent
mdpknudi,19,3,museum,colleague,Middle Ages life expectancy,offline,several,11,0,3,female,22,dutch,fluent
mdpknudi,20,7,book store,student,high altitude coin,offline,none,9,0,4,female,22,dutch,fluent
mdpknudi,23,2,train,stranger,short Napoleon,offline,several,13,0,5,female,22,dutch,fluent
mdpknudi,24,6,bar,colleague,wait 24 hours,offline,none,15,0,4,female,22,dutch,fluent
mdpknudi,27,4,festival,student,bulls red cape,offline,several,6,1,4,female,22,dutch,fluent
mdpknudi,28,9,museum,stranger,shaving hair,offline,several,3,1,1,female,22,dutch,fluent
mdpknudi,29,7,train,colleague,10% brain,offline,several,1,0,3,female,22,dutch,fluent
mdpknudi,30,4,movie theater,friend,Vikings horned helmets,offline,several,12,0,4,female,22,dutch,fluent
mdpknudi,31,6,bar,stranger,heavy knights armor,offline,none,14,1,5,female,22,dutch,fluent
mdpknudi,33,8,train,friend,10% brain,offline,none,1,0,3,female,22,dutch,fluent
mdpknudi,34,6,book store,student,high altitude coin,offline,several,9,0,4,female,22,dutch,fluent
mdpknudi,36,4,park,student,short Napoleon,offline,none,13,0,5,female,22,dutch,fluent
mdpknudi,37,3,bar,student,Eskimo words for snow,offline,several,16,0,3,female,22,dutch,fluent
mdpknudi,40,9,university,student,cracking knuckles,offline,none,2,1,4,female,22,dutch,fluent
mdpknudi,41,3,festival,student,Columbus discovered America,offline,none,10,0,1,female,22,dutch,fluent
mdpknudi,43,9,university,friend,shaving hair,offline,none,3,1,1,female,22,dutch,fluent
mdpknudi,45,7,park,stranger,high altitude coin,offline,none,9,0,4,female,22,dutch,fluent
mdpknudi,46,7,park,colleague,ostriches head in sand,offline,none,5,0,1,female,22,dutch,fluent
mdpknudi,48,4,book store,stranger,lightning never strikes twice,offline,several,8,0,4,female,22,dutch,fluent
wsab01au,1,7,university,friend,heavy knights armor,offline,several,14,1,2,female,22,dutch,advanced
wsab01au,2,7,park,friend,high altitude coin,offline,several,9,1,2,female,22,dutch,advanced
wsab01au,3,7,festival,friend,Vikings horned helmets,offline,none,12,0,4,female,22,dutch,advanced
wsab01au,5,9,movie theater,colleague,high altitude coin,offline,none,9,1,2,female,22,dutch,advanced
wsab01au,7,7,museum,colleague,shaving hair,offline,several,3,1,2,female,22,dutch,advanced
wsab01au,8,6,movie theater,stranger,ostriches head in sand,offline,none,5,0,2,female,22,dutch,advanced
wsab01au,10,3,university,student,shaving hair,offline,several,3,1,2,female,22,dutch,advanced
wsab01au,12,6,university,colleague,Columbus discovered America,offline,none,10,0,2,female,22,dutch,advanced
wsab01au,13,8,bar,colleague,Vikings horned helmets,offline,none,12,0,4,female,22,dutch,advanced
wsab01au,16,8,park,stranger,10% brain,offline,several,1,1,3,female,22,dutch,advanced
wsab01au,19,8,park,colleague,Great Wall of China,offline,none,7,0,4,female,22,dutch,advanced
wsab01au,20,8,book store,friend,lightning never strikes twice,offline,none,8,0,4,female,22,dutch,advanced
wsab01au,22,8,festival,friend,eating before swimming,offline,several,4,0,4,female,22,dutch,advanced
wsab01au,23,8,park,student,cracking knuckles,offline,none,2,0,4,female,22,dutch,advanced
wsab01au,24,8,train,friend,ostriches head in sand,offline,none,5,0,2,female,22,dutch,advanced
wsab01au,25,8,bar,colleague,Eskimo words for snow,offline,none,16,0,3,female,22,dutch,advanced
wsab01au,26,3,book store,stranger,wait 24 hours,offline,several,15,0,5,female,22,dutch,advanced
wsab01au,27,8,festival,stranger,Eskimo words for snow,offline,none,16,0,3,female,22,dutch,advanced
wsab01au,30,5,university,friend,Eskimo words for snow,offline,several,16,0,3,female,22,dutch,advanced
wsab01au,31,3,book store,stranger,Great Wall of China,offline,none,7,0,4,female,22,dutch,advanced
wsab01au,33,5,train,colleague,wait 24 hours,offline,several,15,0,5,female,22,dutch,advanced
wsab01au,34,3,bar,stranger,lightning never strikes twice,offline,several,8,0,4,female,22,dutch,advanced
wsab01au,36,7,movie theater,student,high altitude coin,offline,several,9,1,2,female,22,dutch,advanced
wsab01au,37,7,train,friend,Middle Ages life expectancy,offline,several,11,0,2,female,22,dutch,advanced
wsab01au,38,7,museum,colleague,short Napoleon,offline,several,13,1,5,female,22,dutch,advanced
wsab01au,39,3,movie theater,stranger,bulls red cape,offline,none,6,0,4,female,22,dutch,advanced
wsab01au,40,8,book store,friend,cracking knuckles,offline,none,2,0,4,female,22,dutch,advanced
wsab01au,41,2,train,stranger,ostriches head in sand,offline,several,5,0,2,female,22,dutch,advanced
wsab01au,43,7,museum,student,bulls red cape,offline,several,6,0,4,female,22,dutch,advanced
wsab01au,44,8,bar,student,Great Wall of China,offline,none,7,0,4,female,22,dutch,advanced
wsab01au,47,2,museum,stranger,heavy knights armor,offline,none,14,1,2,female,22,dutch,advanced
wsab01au,48,7,festival,friend,bulls red cape,offline,several,6,0,4,female,22,dutch,advanced
dz31lvhw,3,5,museum,stranger,shaving hair,offline,several,3,1,2,female,21,dutch,advanced
dz31lvhw,4,7,university,friend,cracking knuckles,offline,none,2,1,3,female,21,dutch,advanced
dz31lvhw,6,8,train,student,eating before swimming,offline,several,4,1,3,female,21,dutch,advanced
dz31lvhw,7,7,movie theater,student,cracking knuckles,offline,several,2,1,3,female,21,dutch,advanced
dz31lvhw,8,5,festival,colleague,Vikings horned helmets,offline,several,12,1,2,female,21,dutch,advanced
dz31lvhw,9,7,bar,friend,Middle Ages life expectancy,offline,none,11,0,1,female,21,dutch,advanced
dz31lvhw,12,6,train,stranger,Eskimo words for snow,offline,none,16,1,3,female,21,dutch,advanced
dz31lvhw,13,6,park,stranger,bulls red cape,offline,none,6,0,4,female,21,dutch,advanced
dz31lvhw,15,5,book store,stranger,eating before swimming,offline,none,4,1,3,female,21,dutch,advanced
dz31lvhw,16,6,book store,colleague,bulls red cape,offline,several,6,0,4,female,21,dutch,advanced
dz31lvhw,19,5,bar,student,ostriches head in sand,offline,none,5,0,3,female,21,dutch,advanced
dz31lvhw,20,7,university,friend,lightning never strikes twice,offline,none,8,1,2,female,21,dutch,advanced
dz31lvhw,21,5,train,colleague,heavy knights armor,offline,several,14,1,4,female,21,dutch,advanced
dz31lvhw,22,5,museum,student,high altitude coin,offline,none,9,0,4,female,21,dutch,advanced
dz31lvhw,23,5,university,student,short Napoleon,offline,several,13,0,2,female,21,dutch,advanced
dz31lvhw,24,4,book store,stranger,cracking knuckles,offline,several,2,1,3,female,21,dutch,advanced
dz31lvhw,28,6,bar,friend,eating before swimming,offline,none,4,1,3,female,21,dutch,advanced
dz31lvhw,29,5,festival,friend,Middle Ages life expectancy,offline,several,11,0,1,female,21,dutch,advanced
dz31lvhw,30,6,park,colleague,Vikings horned helmets,offline,none,12,1,2,female,21,dutch,advanced
dz31lvhw,31,5,museum,stranger,Great Wall of China,offline,none,7,0,3,female,21,dutch,advanced
dz31lvhw,33,5,book store,colleague,Great Wall of China,offline,several,7,0,3,female,21,dutch,advanced
dz31lvhw,35,4,train,stranger,heavy knights armor,offline,several,14,1,4,female,21,dutch,advanced
dz31lvhw,36,5,movie theater,stranger,short Napoleon,offline,several,13,0,2,female,21,dutch,advanced
dz31lvhw,37,5,festival,stranger,Columbus discovered America,offline,several,10,0,3,female,21,dutch,advanced
dz31lvhw,39,6,museum,colleague,Middle Ages life expectancy,offline,none,11,0,1,female,21,dutch,advanced
dz31lvhw,42,7,bar,student,wait 24 hours,offline,none,15,0,2,female,21,dutch,advanced
dz31lvhw,43,7,movie theater,friend,Eskimo words for snow,offline,none,16,1,3,female,21,dutch,advanced
dz31lvhw,44,6,movie theater,friend,10% brain,offline,none,1,0,4,female,21,dutch,advanced
dz31lvhw,45,6,park,friend,lightning never strikes twice,offline,several,8,1,2,female,21,dutch,advanced
dz31lvhw,46,6,festival,student,Eskimo words for snow,offline,none,16,1,3,female,21,dutch,advanced
dz31lvhw,47,8,university,colleague,wait 24 hours,offline,none,15,0,2,female,21,dutch,advanced
dz31lvhw,48,6,park,student,heavy knights armor,offline,none,14,1,4,female,21,dutch,advanced
6k9hbqlw,2,9,train,friend,high altitude coin,offline,none,9,0,1,female,23,dutch,advanced
6k9hbqlw,4,6,festival,stranger,10% brain,offline,several,1,0,5,female,23,dutch,advanced
6k9hbqlw,5,9,bar,friend,bulls red cape,offline,none,6,1,3,female,23,dutch,advanced
6k9hbqlw,6,6,train,student,Eskimo words for snow,offline,several,16,1,1,female,23,dutch,advanced
6k9hbqlw,10,3,museum,student,bulls red cape,offline,several,6,1,3,female,23,dutch,advanced
6k9hbqlw,11,3,movie theater,stranger,wait 24 hours,offline,several,15,1,1,female,23,dutch,advanced
6k9hbqlw,12,9,book store,stranger,short Napoleon,offline,none,13,0,4,female,23,dutch,advanced
6k9hbqlw,15,9,bar,colleague,Vikings horned helmets,offline,none,12,0,3,female,23,dutch,advanced
6k9hbqlw,16,9,train,student,Middle Ages life expectancy,offline,none,11,1,3,female,23,dutch,advanced
6k9hbqlw,17,7,university,colleague,eating before swimming,offline,several,4,1,1,female,23,dutch,advanced
6k9hbqlw,18,9,university,friend,Vikings horned helmets,offline,none,12,0,3,female,23,dutch,advanced
6k9hbqlw,20,8,festival,student,high altitude coin,offline,several,9,0,1,female,23,dutch,advanced
6k9hbqlw,21,2,train,friend,short Napoleon,offline,several,13,0,4,female,23,dutch,advanced
6k9hbqlw,22,9,park,stranger,Eskimo words for snow,offline,none,16,1,1,female,23,dutch,advanced
6k9hbqlw,26,9,park,friend,Vikings horned helmets,offline,several,12,0,3,female,23,dutch,advanced
6k9hbqlw,27,9,university,colleague,heavy knights armor,offline,none,14,0,5,female,23,dutch,advanced
6k9hbqlw,28,9,museum,student,shaving hair,offline,none,3,1,1,female,23,dutch,advanced
6k9hbqlw,29,9,movie theater,friend,lightning never strikes twice,offline,none,8,1,1,female,23,dutch,advanced
6k9hbqlw,30,3,movie theater,stranger,shaving hair,offline,several,3,1,1,female,23,dutch,advanced
6k9hbqlw,31,9,museum,colleague,Great Wall of China,offline,none,7,0,5,female,23,dutch,advanced
6k9hbqlw,32,9,festival,student,Great Wall of China,offline,several,7,0,5,female,23,dutch,advanced
6k9hbqlw,34,9,book store,colleague,wait 24 hours,offline,none,15,1,1,female,23,dutch,advanced
6k9hbqlw,35,8,museum,stranger,eating before swimming,offline,several,4,1,1,female,23,dutch,advanced
6k9hbqlw,36,8,festival,colleague,shaving hair,offline,several,3,1,1,female,23,dutch,advanced
6k9hbqlw,38,9,university,stranger,bulls red cape,offline,none,6,1,3,female,23,dutch,advanced
6k9hbqlw,39,9,bar,colleague,ostriches head in sand,offline,several,5,0,3,female,23,dutch,advanced
6k9hbqlw,40,9,movie theater,student,high altitude coin,offline,several,9,0,1,female,23,dutch,advanced
6k9hbqlw,41,9,park,stranger,Middle Ages life expectancy,offline,none,11,1,3,female,23,dutch,advanced
6k9hbqlw,45,9,book store,student,eating before swimming,offline,none,4,1,1,female,23,dutch,advanced
6k9hbqlw,46,8,bar,stranger,lightning never strikes twice,offline,several,8,1,1,female,23,dutch,advanced
6k9hbqlw,47,9,book store,colleague,Columbus discovered America,offline,several,10,1,3,female,23,dutch,advanced
6k9hbqlw,48,9,park,colleague,heavy knights armor,offline,none,14,0,5,female,23,dutch,advanced
0g2htosj,1,5,park,stranger,Middle Ages life expectancy,offline,several,11,1,3,female,18,dutch,fluent
0g2htosj,2,7,bar,stranger,Columbus discovered America,offline,several,10,0,3,female,18,dutch,fluent
0g2htosj,4,9,train,friend,10% brain,offline,none,1,1,3,female,18,dutch,fluent
0g2htosj,5,8,book store,colleague,high altitude coin,offline,several,9,0,3,female,18,dutch,fluent
0g2htosj,6,7,festival,student,Middle Ages life expectancy,offline,none,11,1,3,female,18,dutch,fluent
0g2htosj,7,8,movie theater,student,lightning never strikes twice,offline,none,8,1,4,female,18,dutch,fluent
0g2htosj,8,8,bar,friend,bulls red cape,offline,several,6,0,3,female,18,dutch,fluent
0g2htosj,10,4,university,stranger,wait 24 hours,offline,none,15,1,4,female,18,dutch,fluent
0g2htosj,11,3,museum,stranger,high altitude coin,offline,none,9,0,3,female,18,dutch,fluent
0g2htosj,12,4,museum,stranger,short Napoleon,offline,none,13,1,2,female,18,dutch,fluent
0g2htosj,15,8,university,colleague,Vikings horned helmets,offline,several,12,0,3,female,18,dutch,fluent
0g2htosj,17,6,book store,stranger,shaving hair,offline,several,3,0,4,female,18,dutch,fluent
0g2htosj,18,8,bar,friend,wait 24 hours,offline,several,15,1,4,female,18,dutch,fluent
0g2htosj,19,8,festival,colleague,ostriches head in sand,offline,none,5,1,3,female,18,dutch,fluent
0g2htosj,20,7,university,student,Columbus discovered America,offline,several,10,0,3,female,18,dutch,fluent
0g2htosj,22,9,train,friend,shaving hair,offline,none,3,0,4,female,18,dutch,fluent
0g2htosj,25,5,movie theater,stranger,short Napoleon,offline,several,13,1,2,female,18,dutch,fluent
0g2htosj,26,8,bar,student,10% brain,offline,none,1,1,3,female,18,dutch,fluent
0g2htosj,27,7,park,student,Vikings horned helmets,offline,several,12,0,3,female,18,dutch,fluent
0g2htosj,28,6,movie theater,colleague,eating before swimming,offline,several,4,0,2,female,18,dutch,fluent
0g2htosj,29,7,festival,stranger,bulls red cape,offline,none,6,0,3,female,18,dutch,fluent
0g2htosj,30,7,book store,stranger,short Napoleon,offline,none,13,1,2,female,18,dutch,fluent
0g2htosj,32,8,train,friend,lightning never strikes twice,offline,several,8,1,4,female,18,dutch,fluent
0g2htosj,33,5,movie theater,stranger,high altitude coin,offline,none,9,0,3,female,18,dutch,fluent
0g2htosj,36,8,park,friend,Eskimo words for snow,offline,none,16,1,4,female,18,dutch,fluent
0g2htosj,37,6,museum,stranger,Eskimo words for snow,offline,several,16,1,4,female,18,dutch,fluent
0g2htosj,39,8,park,colleague,ostriches head in sand,offline,none,5,1,3,female,18,dutch,fluent
0g2htosj,40,9,book store,friend,Great Wall of China,offline,none,7,0,2,female,18,dutch,fluent
0g2htosj,43,8,train,student,eating before swimming,offline,none,4,0,2,female,18,dutch,fluent
0g2htosj,44,7,festival,student,Columbus discovered America,offline,none,10,0,3,female,18,dutch,fluent
0g2htosj,45,9,university,student,heavy knights armor,offline,none,14,0,4,female,18,dutch,fluent
0g2htosj,48,8,museum,friend,Vikings horned helmets,offline,none,12,0,3,female,18,dutch,fluent
1oq96hmu,1,9,festival,student,lightning never strikes twice,offline,none,8,1,5,female,18,dutch,fluent
1oq96hmu,3,7,festival,colleague,Vikings horned helmets,offline,several,12,1,3,female,18,dutch,fluent
1oq96hmu,4,9,train,friend,lightning never strikes twice,offline,none,8,1,5,female,18,dutch,fluent
1oq96hmu,5,5,movie theater,friend,Columbus discovered America,offline,several,10,0,1,female,18,dutch,fluent
1oq96hmu,6,8,movie theater,friend,heavy knights armor,offline,none,14,1,2,female,18,dutch,fluent
1oq96hmu,7,4,museum,stranger,wait 24 hours,offline,several,15,0,4,female,18,dutch,fluent
1oq96hmu,10,7,university,student,shaving hair,offline,several,3,0,4,female,18,dutch,fluent
1oq96hmu,11,8,museum,colleague,cracking knuckles,offline,none,2,0,2,female,18,dutch,fluent
1oq96hmu,12,8,train,student,high altitude coin,offline,none,9,0,5,female,18,dutch,fluent
1oq96hmu,13,7,university,student,cracking knuckles,offline,none,2,0,2,female,18,dutch,fluent
1oq96hmu,14,6,festival,stranger,shaving hair,offline,none,3,0,4,female,18,dutch,fluent
1oq96hmu,16,6,movie theater,stranger,ostriches head in sand,offline,none,5,1,4,female,18,dutch,fluent
1oq96hmu,17,5,bar,colleague,ostriches head in sand,offline,several,5,1,4,female,18,dutch,fluent
1oq96hmu,18,7,park,colleague,10% brain,offline,several,1,0,5,female,18,dutch,fluent
1oq96hmu,19,4,park,stranger,Middle Ages life expectancy,offline,several,11,0,1,female,18,dutch,fluent
1oq96hmu,22,7,bar,stranger,lightning never strikes twice,offline,none,8,1,5,female,18,dutch,fluent
1oq96hmu,24,4,university,stranger,Eskimo words for snow,offline,several,16,1,1,female,18,dutch,fluent
1oq96hmu,25,6,train,stranger,shaving hair,offline,none,3,0,4,female,18,dutch,fluent
1oq96hmu,26,7,book store,student,short Napoleon,offline,none,13,1,2,female,18,dutch,fluent
1oq96hmu,27,7,park,colleague,eating before swimming,offline,none,4,1,4,female,18,dutch,fluent
1oq96hmu,29,9,festival,friend,wait 24 hours,offline,none,15,0,4,female,18,dutch,fluent
1oq96hmu,30,8,movie theater,friend,eating before swimming,offline,several,4,1,4,female,18,dutch,fluent
1oq96hmu,33,7,museum,colleague,wait 24 hours,offline,none,15,0,4,female,18,dutch,fluent
1oq96hmu,34,7,book store,colleague,10% brain,offline,several,1,0,5,female,18,dutch,fluent
1oq96hmu,35,6,train,colleague,Vikings horned helmets,offline,several,12,1,3,female,18,dutch,fluent
1oq96hmu,36,6,museum,student,bulls red cape,offline,several,6,0,2,female,18,dutch,fluent
1oq96hmu,37,3,park,stranger,Great Wall of China,offline,several,7,0,1,female,18,dutch,fluent
1oq96hmu,41,6,bar,stranger,heavy knights armor,offline,none,14,1,2,female,18,dutch,fluent
1oq96hmu,44,6,university,colleague,heavy knights armor,offline,none,14,1,2,female,18,dutch,fluent
1oq96hmu,45,8,book store,friend,Columbus discovered America,offline,several,10,0,1,female,18,dutch,fluent
1oq96hmu,46,6,bar,student,Columbus discovered America,offline,several,10,0,1,female,18,dutch,fluent
1oq96hmu,47,7,book store,student,10% brain,offline,several,1,0,5,female,18,dutch,fluent
anxq2l6w,1,8,bar,student,10% brain,offline,none,1,1,3,female,17,dutch,fluent
anxq2l6w,2,4,festival,student,heavy knights armor,offline,none,14,0,4,female,17,dutch,fluent
anxq2l6w,4,8,movie theater,friend,Vikings horned helmets,offline,several,12,0,3,female,17,dutch,fluent
anxq2l6w,6,8,university,colleague,Columbus discovered America,offline,several,10,1,3,female,17,dutch,fluent
anxq2l6w,7,8,train,friend,bulls red cape,offline,several,6,0,3,female,17,dutch,fluent
anxq2l6w,8,8,movie theater,student,short Napoleon,offline,none,13,1,4,female,17,dutch,fluent
anxq2l6w,9,8,train,colleague,high altitude coin,offline,several,9,0,3,female,17,dutch,fluent
anxq2l6w,11,8,university,student,Great Wall of China,offline,several,7,1,5,female,17,dutch,fluent
anxq2l6w,14,3,festival,stranger,ostriches head in sand,offline,several,5,1,4,female,17,dutch,fluent
anxq2l6w,16,6,university,stranger,cracking knuckles,offline,none,2,1,3,female,17,dutch,fluent
anxq2l6w,21,8,museum,student,Vikings horned helmets,offline,several,12,0,3,female,17,dutch,fluent
anxq2l6w,22,5,book store,stranger,eating before swimming,offline,none,4,1,5,female,17,dutch,fluent
anxq2l6w,24,8,book store,friend,wait 24 hours,offline,none,15,0,3,female,17,dutch,fluent
anxq2l6w,27,8,museum,student,high altitude coin,offline,none,9,0,3,female,17,dutch,fluent
anxq2l6w,28,8,park,student,Vikings horned helmets,offline,none,12,0,3,female,17,dutch,fluent
anxq2l6w,29,2,festival,colleague,Eskimo words for snow,offline,several,16,0,4,female,17,dutch,fluent
anxq2l6w,30,8,book store,colleague,short Napoleon,offline,none,13,1,4,female,17,dutch,fluent
anxq2l6w,31,8,park,colleague,ostriches head in sand,offline,none,5,1,4,female,17,dutch,fluent
anxq2l6w,32,5,bar,stranger,Great Wall of China,offline,several,7,1,5,female,17,dutch,fluent
anxq2l6w,33,8,train,student,wait 24 hours,offline,several,15,0,3,female,17,dutch,fluent
anxq2l6w,34,8,bar,colleague,bulls red cape,offline,none,6,0,3,female,17,dutch,fluent
anxq2l6w,35,8,museum,stranger,wait 24 hours,offline,several,15,0,3,female,17,dutch,fluent
anxq2l6w,36,8,book store,friend,lightning never strikes twice,offline,several,8,1,4,female,17,dutch,fluent
anxq2l6w,38,8,university,friend,eating before swimming,offline,none,4,1,5,female,17,dutch,fluent
anxq2l6w,39,8,bar,friend,short Napoleon,offline,none,13,1,4,female,17,dutch,fluent
anxq2l6w,42,8,park,colleague,lightning never strikes twice,offline,none,8,1,4,female,17,dutch,fluent
anxq2l6w,43,8,museum,student,Middle Ages life expectancy,offline,several,11,0,3,female,17,dutch,fluent
anxq2l6w,44,5,movie theater,stranger,eating before swimming,offline,several,4,1,5,female,17,dutch,fluent
anxq2l6w,45,8,movie theater,friend,cracking knuckles,offline,several,2,1,3,female,17,dutch,fluent
anxq2l6w,46,4,train,stranger,Middle Ages life expectancy,offline,none,11,0,3,female,17,dutch,fluent
anxq2l6w,47,8,park,colleague,heavy knights armor,offline,several,14,0,4,female,17,dutch,fluent
anxq2l6w,48,2,festival,colleague,Columbus discovered America,offline,none,10,1,3,female,17,dutch,fluent
rzcwjzok,1,9,movie theater,colleague,high altitude coin,offline,none,9,1,5,female,18,dutch,fluent
rzcwjzok,2,9,movie theater,colleague,bulls red cape,offline,none,6,1,5,female,18,dutch,fluent
rzcwjzok,3,9,park,colleague,Middle Ages life expectancy,offline,none,11,0,4,female,18,dutch,fluent
